Chassis No,Reg No,Vehicle Model,Received Date,City,Batch
MD9HATXF4AS710084,TG09T4148,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710089,TG09T4126,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710102,TG09T4140,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710107,TG09T4143,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710035,TG09T4150,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710061,TG09T4146,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710073,TG09T4127,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710090,TG09T4135,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710067,TG09T4129,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710158,TG09T4147,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710159,TG09T4139,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710160,TG09T4128,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710161,TG09T4133,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710151,TG09T4132,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710152,TG09T4141,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710154,TG09T4134,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710153,TG09T4130,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710155,TG09T4136,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710156,TG09T4144,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710157,TG09T4145,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710130,TG09T4131,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710187,TG09T4380,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710192,TG09T4381,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710162,TG09T4379,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710166,TG09T4365,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710194,TG09T4364,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710178,TG09T4415,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710198,TG09T4377,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710221,TG09T4383,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710224,TG09T4375,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710203,TG09T4376,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710207,TG09T4370,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710213,TG09T4385,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710212,TG09T4367,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710214,TG09T4369,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710215,TG09T4382,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710220,TG09T4378,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710222,TG09T4368,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710225,TG09T4384,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710227,TG09T4374,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710228,TG09T4372,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710229,TG09T4386,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710231,TG09T4371,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710233,TG09T4373,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710236,TG09T4366,Quantum,13-Feb-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710172,KA01AR4076,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710188,KA01AR4111,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710191,KA01AR4110,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710195,KA01AR4074,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710186,KA01AR4089,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710197,KA01AR4098,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710173,KA01AR4107,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710177,KA01AR4093,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710180,KA01AR4108,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710182,KA01AR4092,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710189,KA01AR4109,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710174,KA01AR4094,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710235,KA01AR4106,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710234,KA01AR4072,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710217,KA01AR4090,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710218,KA01AR4081,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710168,KA01AR4073,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710199,KA01AR4104,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710219,KA01AR4083,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710230,KA01AR4075,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710232,KA01AR4102,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710175,KA01AR4078,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710209,KA01AR4077,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710165,KA01AR4096,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710163,KA01AR4084,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710202,KA01AR4082,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710223,KA01AR4101,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710261,KA01AR4088,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710254,KA01AR4091,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710237,KA01AR4100,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710240,KA01AR4095,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710244,KA01AR4105,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710246,KA01AR4087,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710245,KA01AR4103,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710251,KA01AR4086,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710250,KA01AR4099,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710247,KA01AR4080,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710248,KA01AR4097,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710255,KA01AR4085,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710201,KA01AR4079,Quantum,24-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710170,KA01AR4639,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710204,KA01AR4641,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710164,KA01AR4635,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710167,KA01AR4638,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710181,KA01AR4632,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710185,KA01AR4633,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710190,KA01AR4624,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710176,KA01AR4626,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710183,KA01AR4629,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710184,KA01AR4622,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710193,KA01AR4623,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710196,KA01AR4627,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710169,KA01AR4636,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710179,KA01AR4628,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710171,KA01AR4618,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710205,KA01AR4625,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710208,KA01AR4615,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710211,KA01AR4620,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710210,KA01AR4630,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710206,KA01AR4612,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710258,KA01AR4616,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710259,KA01AR4621,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710260,KA01AR4614,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710253,KA01AR4631,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710252,KA01AR4613,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710249,KA01AR4643,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710238,KA01AR4640,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710239,KA01AR4637,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710241,KA01AR4617,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710243,KA01AR4634,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710042,KA01AR4648,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710216,KA01AR4650,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710226,KA01AR4646,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710200,KA01AR4647,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710257,KA01AR4649,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710256,KA01AR4645,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710242,KA01AR4651,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710264,KA01AR4619,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710262,KA01AR4642,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710263,KA01AR4644,Quantum,26-Mar-25,BLR,BLR_Batch 4_80
MD9HATXF4AS710265,TG13T3713,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710268,TG13T3716,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710267,TG13T3715,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710266,TG13T3714,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710269,TG13T3717,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710273,TG13T3702,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710271,TG13T3708,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710270,TG13T3718,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710276,TG13T3704,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710275,TG13T3693,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710274,TG13T3692,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710272,TG13T3712,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710279,TG13T3695,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710280,TG13T3697,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710278,TG13T3696,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710277,TG13T3703,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710284,TG13T3694,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710282,TG13T3698,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710281,TG13T3691,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710285,TG13T3701,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710286,TG13T3711,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710287,TG13T3729,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710288,TG13T3730,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710290,TG13T3706,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710289,TG13T3731,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710294,TG13T3728,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710293,TG13T3709,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710292,TG13T3722,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710291,TG13T3721,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710296,TG13T3723,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710295,TG13T3710,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710298,TG13T3705,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710297,TG13T3724,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710300,TG13T3719,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710299,TG13T3726,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710302,TG13T3720,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710301,TG13T3707,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710303,TG13T3725,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710304,TG13T3727,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4AS710283,TG13T3700,Quantum,8-Apr-25,HYD,HYD_Batch 4_40
MD9HATXF4DS710001,TG09T4979,Quantum,14-Apr-25,HYD,Hyd_Batch 3_160
MD9HATXF4DS710002,TG09T4985,Quantum,14-Apr-25,HYD,Hyd_Batch 3_160
MD9HATXF4DS710003,TG09T4984,Quantum,14-Apr-25,HYD,Hyd_Batch 3_160
MD9HATXF4DS710004,TG09T4987,Quantum,14-Apr-25,HYD,Hyd_Batch 3_160
MD9HATXF4DS710005,TG09T4993,Quantum,14-Apr-25,HYD,Hyd_Batch 3_160
MD9HATXF4DS710006,TG09T4988,Quantum,14-Apr-25,HYD,Hyd_Batch 3_160
MD9HATXF4DS710013,TG09T4992,Quantum,14-Apr-25,HYD,Hyd_Batch 3_160
MD9HATXF4DS710014,TG09T4989,Quantum,14-Apr-25,HYD,Hyd_Batch 3_160
MD9HATXF4DS710015,TG09T4991,Quantum,14-Apr-25,HYD,Hyd_Batch 3_160
MD9HATXF4DS710016,TG09T4981,Quantum,14-Apr-25,HYD,Hyd_Batch 3_160
MD9HATXF4DS710007,TG09T4996,Quantum,14-Apr-25,HYD,Hyd_Batch 3_160
MD9HATXF4DS710008,TG09T4980,Quantum,14-Apr-25,HYD,Hyd_Batch 3_160
MD9HATXF4DS710009,TG09T4982,Quantum,14-Apr-25,HYD,Hyd_Batch 3_160
MD9HATXF4DS710010,TG09T4990,Quantum,14-Apr-25,HYD,Hyd_Batch 3_160
MD9HATXF4DS710011,TG09T4983,Quantum,14-Apr-25,HYD,Hyd_Batch 3_160
MD9HATXF4DS710012,TG09T4994,Quantum,14-Apr-25,HYD,Hyd_Batch 3_160
P6EBE1FCK24000002,UP16EQ6083,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000003,UP16EQ6064,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000004,UP16EQ6074,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000005,UP16EQ6076,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000006,UP16EQ6065,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000007,UP16EQ6082,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000008,UP16EQ6041,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000011,UP16EQ6036,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000012,UP16EQ6058,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000013,UP16EQ6088,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000014,UP16EQ6051,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000015,UP16EQ6059,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000016,UP16EQ6062,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000017,UP16EQ6086,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000020,UP16EQ6037,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000021,UP16EQ6035,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000022,UP16EQ6056,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000023,UP16EQ6067,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000024,UP16EQ6047,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000025,UP16EQ6077,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000026,UP16EQ6079,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000027,UP16EQ6068,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000028,UP16EQ6085,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000029,UP16EQ6042,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000030,UP16EQ6043,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000032,UP16EQ6045,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000034,UP16EQ6038,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000035,UP16EQ6078,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000036,UP16EQ6069,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000037,UP16EQ6091,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000038,UP16EQ6087,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000039,UP16EQ6039,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000040,UP16EQ6071,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000041,UP16EQ6092,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000042,UP16EQ6057,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000044,UP16EQ6049,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000045,UP16EQ6053,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000046,UP16EQ6075,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000047,UP16EQ6081,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000048,UP16EQ6063,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000001,UP16EQ6054,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000009,UP16EQ6050,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000010,UP16EQ6046,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000018,UP16EQ6093,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000019,UP16EQ6084,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000031,UP16EQ6089,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000033,UP16EQ6052,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000043,UP16EQ6048,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000049,UP16EQ6072,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCK24000050,UP16EQ6073,Bounce,26-Nov-24,Del,Del_Batch 1_100
P6EBE1FCM24000041,UP16ES5537,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000043,UP16ES5576,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000044,UP16ES5531,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000045,UP16ES5578,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000046,UP16ES5515,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000047,UP16ES5508,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000048,UP16ES5569,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000050,UP16ES5534,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000051,UP16ES5484,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000052,UP16ES5517,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000053,UP16ES5549,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000054,UP16ES5496,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000055,UP16ES5497,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000056,UP16ES5606,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000057,UP16ES5590,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000058,UP16ES5603,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000059,UP16ES5479,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000061,UP16ES5561,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000062,UP16ES5602,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000063,UP16ES5480,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000064,UP16ES5562,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000065,UP16ES5616,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000067,UP16ES5572,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000068,UP16ES5481,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000069,UP16ES5527,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000071,UP16ES5604,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000072,UP16ES5538,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000073,UP16ES5504,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000074,UP16ES5491,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000075,UP16ES5485,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000076,UP16ES5539,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000078,UP16ES5614,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000079,UP16ES5594,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000081,UP16ES5520,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000082,UP16ES5609,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000083,UP16ES5592,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000084,UP16ES5474,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000085,UP16ES5478,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000086,UP16ES5591,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000090,UP16ES5498,Bounce,24-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000042,UP16ES5596,Bounce,30-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000049,UP16ES5580,Bounce,30-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000060,UP16ES5526,Bounce,30-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000066,UP16ES5607,Bounce,30-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000070,UP16ES5541,Bounce,30-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000077,UP16ES5536,Bounce,30-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000080,UP16ES6044,Bounce,30-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000087,UP16ES5488,Bounce,30-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000088,UP16ES5608,Bounce,30-Jan-25,Del,Del_Batch 1_100
P6EBE1FCM24000089,UP16ES5542,Bounce,30-Jan-25,Del,Del_Batch 1_100
P6EBE1RCC25000002,DL9EV8303,Bounce,21-Mar-25,Del,Del_Batch 2_120
P6EBE1RCC25000006,DL9EV8213,Bounce,21-Mar-25,Del,Del_Batch 2_120
